0. predicted: HARD1, actual: HARD1
4222. predicted: HARD1, actual: HARD3
4223. predicted: HARD1, actual: HARD3
4224. predicted: HARD1, actual: HARD3
4225. predicted: HARD3, actual: HARD3
4226. predicted: HARD1, actual: HARD3
4227. predicted: HARD1, actual: HARD3
4228. predicted: HARD1, actual: HARD3
4229. predicted: HARD1, actual: HARD3
4230. predicted: HARD1, actual: HARD3
4231. predicted: HARD1, actual: HARD3
4232. predicted: HARD1, actual: HARD3
4233. predicted: HARD1, actual: HARD3
4234. predicted: HARD1, actual: HARD3
4235. predicted: HARD1, actual: HARD3
4236. predicted: HARD1, actual: HARD3
4237. predicted: HARD1, actual: HARD3
4238. predicted: HARD1, actual: HARD3
4239. predicted: HARD1, actual: HARD3
4240. predicted: HARD1, actual: HARD3
4241. predicted: HARD1, actual: HARD3
4242. predicted: HARD1, actual: HARD3
4243. predicted: HARD1, actual: HARD3
4244. predicted: HARD1, actual: HARD3
4245. predicted: HARD1, actual: HARD3
4246. predicted: HARD3, actual: HARD3
4247. predicted: HARD3, actual: HARD3
4248. predicted: HARD1, actual: HARD3
4249. predicted: HARD1, actual: HARD3
4250. predicted: HARD1, actual: HARD3
4251. predicted: HARD1, actual: HARD3
4252. predicted: HARD1, actual: HARD3
4253. predicted: HARD1, actual: HARD3
4254. predicted: HARD1, actual: HARD3
4255. predicted: HARD1, actual: HARD3
4256. predicted: HARD1, actual: HARD3
4257. predicted: HARD1, actual: HARD3
4258. predicted: HARD1, actual: HARD3
4259. predicted: HARD1, actual: HARD3
4260. predicted: HARD1, actual: HARD3
4261. predicted: HARD1, actual: HARD3
4262. predicted: HARD1, actual: HARD3
4263. predicted: HARD1, actual: HARD3
4264. predicted: HARD1, actual: HARD3
4265. predicted: HARD1, actual: HARD3
4266. predicted: HARD1, actual: HARD3
4267. predicted: HARD1, actual: HARD3
4268. predicted: HARD1, actual: HARD3
4269. predicted: HARD3, actual: HARD3
4270. predicted: HARD1, actual: HARD3
4271. predicted: HARD1, actual: HARD3
4272. predicted: HARD1, actual: HARD3
4273. predicted: HARD1, actual: HARD3
4274. predicted: HARD1, actual: HARD3
4275. predicted: HARD1, actual: HARD3
4276. predicted: HARD1, actual: HARD3
4277. predicted: HARD1, actual: HARD3
4278. predicted: HARD1, actual: HARD3
4279. predicted: HARD1, actual: HARD3
4280. predicted: HARD1, actual: HARD3
4281. predicted: HARD1, actual: HARD3
4282. predicted: HARD1, actual: HARD3
4283. predicted: HARD1, actual: HARD3
4284. predicted: HARD1, actual: HARD3
4285. predicted: HARD1, actual: HARD3
4286. predicted: HARD3, actual: HARD3
4287. predicted: HARD1, actual: HARD3
4288. predicted: HARD1, actual: HARD3
4289. predicted: HARD3, actual: HARD3
4290. predicted: HARD1, actual: HARD3
4291. predicted: HARD1, actual: HARD3
4292. predicted: HARD1, actual: HARD3
4293. predicted: HARD1, actual: HARD3
4294. predicted: HARD1, actual: HARD3
4295. predicted: HARD1, actual: HARD3
4296. predicted: HARD1, actual: HARD3
4297. predicted: HARD1, actual: HARD3
4298. predicted: HARD1, actual: HARD3
4299. predicted: HARD1, actual: HARD3
4300. predicted: HARD1, actual: HARD3
0.7965589397814462
4301. predicted: HARD1, actual: HARD3
4302. predicted: HARD1, actual: HARD3
4303. predicted: HARD1, actual: HARD3
4304. predicted: HARD1, actual: HARD3
4305. predicted: HARD1, actual: HARD3
4306. predicted: HARD1, actual: HARD3
4307. predicted: HARD1, actual: HARD3
4308. predicted: HARD1, actual: HARD3
4309. predicted: HARD1, actual: HARD3
4310. predicted: HARD1, actual: HARD3
4311. predicted: HARD1, actual: HARD3
4312. predicted: HARD1, actual: HARD3
4313. predicted: HARD1, actual: HARD3
4314. predicted: HARD1, actual: HARD3
4315. predicted: HARD3, actual: HARD3
4316. predicted: HARD1, actual: HARD3
4317. predicted: HARD3, actual: HARD3
4318. predicted: HARD1, actual: HARD3
4319. predicted: HARD1, actual: HARD3
4320. predicted: HARD1, actual: HARD3
4321. predicted: HARD3, actual: HARD3
4322. predicted: HARD1, actual: HARD3
4323. predicted: HARD1, actual: HARD3
4324. predicted: HARD1, actual: HARD3
4325. predicted: HARD1, actual: HARD3
4326. predicted: HARD1, actual: HARD3
4327. predicted: HARD1, actual: HARD3
4328. predicted: HARD1, actual: HARD3
4329. predicted: HARD1, actual: HARD3
4330. predicted: HARD1, actual: HARD3
4331. predicted: HARD1, actual: HARD3
4332. predicted: HARD1, actual: HARD3
0.7913685668128317
